,identification,Ca_input (mg/L),Mg_input (mg/L),Na_input (mg/L),K_input (mg/L),SO4_input (mg/L),Cl_input (mg/L),HCO3_input (mg/L),CO3_input (mg/L),Ca mMol/L,Mg mMol/L,Na mMol/L,K mMol/L,SO4 mMol/L,Cl mMol/L,HCO3 mMol/L,CO3 mMol/L,GMC,hp_Ca,hp_Mg,hp_Na,hp_K,hp_SO4,hp_Cl,hp_HCO3,hp_CO3,7 hlr (b),7 hlr (b+h),Ca_p,Mg_p,Na_p,K_p,SO4_p,Cl_p,HCO3_p,CO3_p,Catboost (b),Catboost (b+h),Ca_p,Mg_p,Na_p,K_p,SO4_p,Cl_p,HCO3_p,CO3_p,SVM-L (b),SVM-L (b+h),Ca_p,Mg_p,Na_p,K_p,SO4_p,Cl_p,HCO3_p,CO3_p,SVM-P (b),SVM-P (b+h),Ca_p,Mg_p,Na_p,K_p,SO4_p,Cl_p,HCO3_p,CO3_p,SVM-RBF (b),SVM-RBF (b+h)
45,DLGUA1104-310716,1.5290000000000001,0.1052,175.2,7.727,58.9614,19.77,235.44,73.44,0.038150606000000004,0.004328328,7.620781134,0.19763007600000002,0.613823186,0.557686883,3.8586600239999997,1.223836822,Na-HCO3,0.000337635,4.45e-06,0.999657916,0.666642144,0.006723319,0.029933057000000002,0.963343625,0.384386733,Na-HCO3,Na-HCO3,0.19899148019892268,5.742110908640651e-15,0.8010085197979595,3.1120713889749386e-12,8.023768455497258e-10,3.4366480816787095e-09,0.9999981776499958,1.8181109792393524e-06,Na-HCO3,Na-HCO3,2.625025580829538e-14,1.5944599765964143e-14,0.9999998999999279,1.0000002994734697e-07,2.6926979352168498e-14,1.8097814290275944e-14,0.9999998999999252,1.0000002994108482e-07,Na-HCO3,Na-HCO3,2.7109577207427868e-09,1.5121329356572237e-09,0.9999818512933332,1.814448357609974e-05,0.0008357879679546751,0.0005815650822562147,0.9914961499653198,0.007086496984469756,Na-HCO3,Na-HCO3,3.551488823799419e-14,1.2715207031559486e-14,0.9999999499999344,5.0000017473676395e-08,2.689650564497869e-14,1.787016548909181e-14,0.9999998999999253,1.000000298255896e-07,Na-HCO3,Na-HCO3
46,DLGUA1104-060714,1.7790000000000001,0.968,179.7,8.914,64.35,20.6,228.9,75.0,0.044388443,0.039827196,7.816520375,0.22798945199999998,0.6699217120000001,0.5811001410000001,3.7514750230000002,1.249833356,Na-HCO3,0.00023788599999999998,0.000176561,0.999585553,0.726671627,0.01271565,0.033220197,0.954064152,0.464850915,Na-HCO3,Na-HCO3,0.0024819343986530974,4.300508181687973e-19,0.9975180656013458,1.181347741215423e-15,7.540292872995251e-12,1.395164009258931e-10,0.9999999231484583,7.670448506771947e-08,Na-HCO3,Na-HCO3,2.6687582741040855e-14,1.7008640058733427e-14,0.9999998999999263,1.0000002994734652e-07,2.646534489373921e-14,1.6409422454140697e-14,0.999999899999927,1.0000002994733512e-07,Na-HCO3,Na-HCO3,4.9247761245113324e-11,2.8552376969614234e-11,0.9999986811038084,1.3188183913857904e-06,1.1125542329366303e-06,8.163034246248666e-07,0.998921940560576,0.001076130581766461,Na-HCO3,Na-HCO3,3.551488823799419e-14,1.2715207031559486e-14,0.9999999499999344,5.0000017473676395e-08,2.6453693427259557e-14,1.6381825828002254e-14,0.9999998999999271,1.0000002994673288e-07,Na-HCO3,Na-HCO3
47,DLGUA1104-160619,1.567,0.0751,137.3,10.23,55.902,21.8266,189.39,115.56,0.039098757000000005,0.003089899,5.972221745,0.261648205,0.5819730160000001,0.615700987,3.10393995,1.925743234,Na-HCO3,0.000650311,4.26e-06,0.99934543,0.725397642,0.007907275,0.052632167,0.939460558,0.535229232,Na-HCO3,Na-HCO3,0.5545473203504647,7.05034913605263e-13,0.4454526792697388,3.7909140266003543e-10,2.2158494286945812e-10,3.394092876644178e-08,0.9981534811392607,0.001846484698225595,Ca-HCO3,Ca-Na-HCO3,2.625025580829538e-14,1.5944599765964143e-14,0.9999998999999279,1.0000002994734697e-07,6.235675023106573e-08,5.858377053502025e-08,0.9997165435758992,0.00028333548358010815,Na-HCO3,Na-HCO3,1.4876758771940739e-08,8.516581026124518e-09,0.999894668545672,0.0001053080609882371,0.0025983460213189415,0.00222940255461165,0.883130955600921,0.11204129582314831,Na-HCO3,Na-HCO3,3.551488823799419e-14,1.2715207031559486e-14,0.9999999499999344,5.0000017473676395e-08,1.7019372579937578e-07,1.5302643819034547e-07,0.9995408582584654,0.00045881852137058104,Na-HCO3,Na-HCO3
48,DLGUA1104-170917,2.281,0.1451,292.96,12.882,54.4311,22.5994,238.26,58.52,0.056914018,0.005969965,12.74305959,0.32947724100000003,0.566660073,0.637500705,3.9048774089999996,0.9752033059999999,Na-HCO3,0.000196508,2.2e-06,0.9998012909999999,0.7808132040000001,0.007407906,0.037043351,0.9555487429999999,0.302187951,Na-HCO3,Na-HCO3,0.01732816571035717,2.7465683079284183e-17,0.9826718342895107,1.3213759692061126e-13,3.635640409392329e-10,6.122124454383476e-09,0.9999999267343652,6.677994626855858e-08,Na-HCO3,Na-HCO3,2.625025580829538e-14,1.5944599765964143e-14,0.9999998999999279,1.0000002994734697e-07,2.1142256554459356e-14,2.1571348463964723e-14,0.9999998999999514,1.0000000585290925e-07,Na-HCO3,Na-HCO3,5.377253027335533e-10,3.0511529999398544e-10,0.9999965689468602,3.4302102990560676e-06,2.6458009132142802e-06,2.644302579345559e-06,0.9984932280046086,0.00150148189189876,Na-HCO3,Na-HCO3,3.551488823799419e-14,1.2715207031559486e-14,0.9999999499999344,5.0000017473676395e-08,2.1992075696695577e-14,2.1800334993939588e-14,0.9999999000000555,9.999990076521309e-08,Na-HCO3,Na-HCO3
49,DLGUA1104-090613,1.515,0.4248,195.5,8.995,62.5496,23.4502,212.0,67.84,0.037801287,0.017477885,8.503782601000001,0.230061154,0.651178479,0.661500705,3.474498492,1.130515931,Na-HCO3,0.000184597,3.75e-05,0.999777908,0.79334577,0.011718886000000001,0.047602698,0.9406784159999999,0.344996187,Na-HCO3,Na-HCO3,0.008556359041218717,7.48367841942182e-18,0.991443640958776,5.321642800060232e-15,2.1146228240488374e-10,2.386508335598648e-09,0.9999999262344053,7.116762417149262e-08,Na-HCO3,Na-HCO3,2.6250255937419516e-14,1.59446000227977e-14,0.9999998999999279,1.0000002994734696e-07,2.488822360818067e-14,2.16852355149311e-14,0.9999998999999234,1.0000002992524153e-07,Na-HCO3,Na-HCO3,8.394086188889845e-10,4.873259419652888e-10,0.9999973009338491,2.6977394162568245e-06,5.789302504202098e-06,5.069129872356443e-06,0.9976138734237271,0.002375268143896513,Na-HCO3,Na-HCO3,3.551488823799419e-14,1.2715207031559486e-14,0.9999999499999344,5.0000017473676395e-08,2.5729320905752677e-14,2.1259625564500108e-14,0.9999998999999234,1.0000002954173531e-07,Na-HCO3,Na-HCO3
50,DLGUA1104-091218,1.169,0.0888,179.8,7.792000000000001,57.096000000000004,24.6378,232.17,67.58,0.029168122,0.003653569,7.820870136,0.19929255199999998,0.594403265,0.69500141,3.805067523,1.1261831759999998,Na-HCO3,0.000212403,3.37e-06,0.999784225,0.749362368,0.005876251,0.044717763,0.9494059859999999,0.260594691,Na-HCO3,Na-HCO3,0.19274132881416958,5.12263166438601e-15,0.8072586711830558,2.76954364404706e-12,1.0465999512665784e-09,7.653982449659955e-09,0.9999993047600492,6.865393685293874e-07,Na-HCO3,Na-HCO3,2.625025580829538e-14,1.5944599765964143e-14,0.9999998999999279,1.0000002994734697e-07,2.0534270289992327e-14,2.1368339827474628e-14,0.9999998999999339,1.0000002433842093e-07,Na-HCO3,Na-HCO3,4.045373169020341e-09,2.312517960502152e-09,0.9999783306627006,2.166297940812735e-05,0.0008830117587212264,0.001757888902611372,0.990806989373185,0.006552109965482149,Na-HCO3,Na-HCO3,3.551488823799419e-14,1.2715207031559486e-14,0.9999999499999344,5.0000017473676395e-08,2.110434449972452e-14,2.15665200208733e-14,0.9999998999999756,9.999998177402047e-08,Na-HCO3,Na-HCO3
51,DLGUA1105-310716,1.6869999999999998,0.1873,176.6,2.094,62.7209,18.8,221.4,77.76,0.042092919000000006,0.007706233000000001,7.681677787000001,0.053557315999999994,0.652961814,0.530324401,3.6285564439999995,1.2958272229999999,Na-HCO3,0.00041155699999999995,1.4000000000000001e-05,0.999574401,0.136571945,0.00830584,0.030480463,0.961213697,0.424397856,Na-HCO3,Na-HCO3,0.20746853457972303,4.659411884996547e-16,0.7925314654201853,9.101479862351511e-14,1.062986727172648e-09,1.299798902292038e-09,0.9999979373696781,2.0602675362097876e-06,Na-HCO3,Na-HCO3,2.7847290595949794e-14,1.6056017774823328e-14,0.9999999001696729,9.983028337589472e-08,2.641952822721481e-14,1.630276014408207e-14,0.9999998999999272,1.0000002994236568e-07,Na-HCO3,Na-HCO3,8.726715572081661e-10,3.1552395866128544e-10,0.9999920852089248,7.913602879739448e-06,0.0014123609836445927,0.0006163573514055542,0.9867869426345443,0.011184339030405738,Na-HCO3,Na-HCO3,3.551488823799419e-14,1.2715207031559486e-14,0.9999999499999344,5.0000017473676395e-08,2.6420214104768306e-14,1.6302430836812445e-14,0.9999998999999272,1.0000002985997562e-07,Na-HCO3,Na-HCO3
52,DLGUA1105-090613,1.943,0.5683,177.6,3.668,69.1094,20.1002,207.76,55.12,0.048480463,0.02338202,7.725175396,0.09381482099999999,0.719469893,0.56700141,3.4050085219999997,0.9185441940000001,Na-HCO3,0.00034042199999999995,7.63e-05,0.999583274,0.33372598600000003,0.015330243,0.037441109,0.947228648,0.304789803,Na-HCO3,Na-HCO3,0.021506693299886793,3.717258839352532e-18,0.9784933067001096,3.632582657019005e-15,1.2984772797303854e-09,7.338959315576347e-10,0.9999999664457117,3.152191520308549e-08,Na-HCO3,Na-HCO3,2.625040374260874e-14,1.5944612946093694e-14,0.9999998999999279,1.0000002994589206e-07,2.6520998470763648e-14,1.60571908831312e-14,0.9999999000033283,9.999662905464712e-08,Na-HCO3,Na-HCO3,7.105266302638125e-11,2.8702171741822072e-11,0.999997497601289,2.5022989562108076e-06,1.955468641026267e-06,1.1324834588366651e-06,0.9991050799973326,0.0008918320505674707,Na-HCO3,Na-HCO3,3.551488823799419e-14,1.2715207031559486e-14,0.9999999499999344,5.0000017473676395e-08,2.6983161574081682e-14,1.6105247197400193e-14,0.999999900031019,9.996893786118268e-08,Na-HCO3,Na-HCO3
53,DLGUA1105-170917,1.228,0.1486,221.98,2.9293,63.2522,20.3837,184.73,87.29,0.030640252000000003,0.006113968000000001,9.655599293,0.07492141599999999,0.6584929620000001,0.57499859,3.02756654,1.454639381,Na-HCO3,0.000156896,6.29e-06,0.999836818,0.324005722,0.011004518000000001,0.048217822,0.9407776609999999,0.43586640600000004,Na-HCO3,Na-HCO3,0.11975796382646618,2.750635641307513e-17,0.8802420361734692,6.463825807400802e-14,2.925548423867546e-09,2.1979489224791855e-08,0.9997927105342432,0.00020726456071901774,Na-HCO3,Na-HCO3,2.6250293050278062e-14,1.594460259871371e-14,0.9999998999999279,1.0000002994725804e-07,6.9731646655082624e-12,4.474370193101304e-12,0.9999972061038706,2.7938846819766106e-06,Na-HCO3,Na-HCO3,3.1912848147245003e-09,1.435262175026803e-09,0.9999923288711567,7.666502296263623e-06,0.0030570532169791075,0.0017117267083280644,0.9568103647882158,0.03842085528647658,Na-HCO3,Na-HCO3,3.551488823799419e-14,1.2715207031559486e-14,0.9999999499999344,5.0000017473676395e-08,5.396821071513612e-11,3.444403322731226e-11,0.9999922136783089,7.786233278961489e-06,Na-HCO3,Na-HCO3
54,DLGUA1105-090815,7.18,1.433,162.4,3.727,95.67523,20.7,279.74,31.52,0.17915065600000002,0.058959062,7.064011736,0.09532383800000001,0.996035958,0.583921016,4.584699095,0.5252632979999999,Na-HCO3,0.002873797,0.000310999,0.9968152029999999,0.081493845,0.024266048999999998,0.022784914,0.952949037,0.127573713,Na-HCO3,Na-HCO3,0.01540735398600608,7.904531311747641e-18,0.984592646013984,9.842152119237162e-15,4.3134360573571844e-10,3.0169505944519412e-12,0.9999999995637538,1.8855487572466667e-12,Na-HCO3,Na-HCO3,3.551485614645008e-14,1.2715340913635971e-14,0.999999949999925,5.0000026953148784e-08,2.984917799444076e-14,1.6511062469259698e-14,0.9999999653181282,3.4681825557561356e-08,Na-HCO3,Na-HCO3,3.104202639548895e-12,1.145557446737307e-12,0.9999995911244934,4.0887125684050554e-07,2.1226435081027186e-08,1.2730239605887244e-08,0.9999983782806768,1.5877626483930344e-06,Na-HCO3,Na-HCO3,3.5479250983560025e-14,1.2833489020182325e-14,0.9999999500017427,4.999820910530736e-08,2.987803769574104e-14,1.6571851940599074e-14,0.9999999651767497,3.4823203848491136e-08,Na-HCO3,Na-HCO3
55,DLGUA1105-160619,1.6369999999999998,0.1741,132.3,5.044,56.2506,21.3622,191.53,100.58,0.040845352,0.007163135,5.754733699,0.12900816699999998,0.585602149,0.602600846,3.139012718,1.676109852,Na-HCO3,0.000650912,2.0300000000000002e-05,0.9993287890000001,0.454245885,0.008763388,0.049265538,0.941971075,0.5079708860000001,Na-HCO3,Na-HCO3,0.3084639077121159,1.0797716900077753e-14,0.6915360922848567,3.0165601489944544e-12,3.067790559005297e-10,3.549192222357632e-09,0.9999534330477626,4.656309626601604e-05,Na-HCO3,Na-Ca-HCO3,2.625025580829538e-14,1.5944599765964143e-14,0.9999998999999279,1.0000002994734697e-07,3.9883487065810075e-11,3.56933226251084e-11,0.9999929960281296,7.00389629340654e-06,Na-HCO3,Na-HCO3,5.114528963957221e-09,2.658334545909046e-09,0.9999779384025502,2.2053824586435446e-05,0.0013327865388033373,0.001289490485775263,0.9474361513525876,0.049941571622833955,Na-HCO3,Na-HCO3,3.551488823799419e-14,1.2715207031559486e-14,0.9999999499999344,5.0000017473676395e-08,2.2339205571702496e-10,1.897540562610521e-10,0.9999837299195212,1.6269667332635525e-05,Na-HCO3,Na-HCO3
56,DLGUA1105-041118,1.381,0.17,187.39,2.0433,51.3407,23.7976,216.14,76.76,0.034457807,0.006994446,8.15101699,0.052260584000000006,0.534487174,0.6713004229999999,3.5423495480000002,1.279162778,Na-HCO3,0.00026461400000000004,1.09e-05,0.9997244409999999,0.17241474399999998,0.00562125,0.047879838,0.946498912,0.338058769,Na-HCO3,Na-HCO3,0.1785322130174555,2.52261710407997e-16,0.821467786982431,1.1333400192426453e-13,6.926926977894812e-10,5.5969848170603095e-09,0.9999983591728372,1.6345374853608683e-06,Na-HCO3,Na-HCO3,2.6347622024186136e-14,1.5951968360830853e-14,0.9999999000005761,9.999938167007538e-08,1.987399700662855e-14,2.111111784827961e-14,0.999999899999929,1.0000002993569723e-07,Na-HCO3,Na-HCO3,7.087737883617501e-10,2.6982819908879385e-10,0.9999929043631632,7.0946582349982045e-06,0.000681498492085415,0.0018136517415867626,0.9852165594392449,0.012288290327082958,Na-HCO3,Na-HCO3,3.551488823799419e-14,1.2715207031559486e-14,0.9999999499999344,5.0000017473676395e-08,2.0154113907803667e-14,2.1223052805014454e-14,0.9999998999999288,1.000000297283952e-07,Na-HCO3,Na-HCO3
57,DLGUA1105-110318,1.483,0.2191,195.85,2.2685,48.8228,24.1202,177.6,103.68,0.037002844,0.009014606,8.519006764,0.058020425,0.50827434,0.680400564,2.9107119439999996,1.727769631,Na-HCO3,0.000263065,1.56e-05,0.99972135,0.19128727399999998,0.007572868000000001,0.069187946,0.923239186,0.484837014,Na-HCO3,Na-HCO3,0.14709688266405463,3.307602010898587e-17,0.8529031173358557,8.957847770966014e-14,3.6319666834375156e-10,2.1530853177503386e-08,0.9997520945626556,0.0002478835432944589,Na-HCO3,Na-HCO3,2.6294711421574987e-14,1.594797341368557e-14,0.9999999000000631,9.999989467254378e-08,3.5838901199421857e-09,3.829969689033872e-09,0.9999260662422558,7.392634388436369e-05,Na-HCO3,Na-HCO3,6.939587584244018e-10,2.644142536159529e-10,0.9999930143478161,6.984693810927399e-06,0.001038079655413885,0.0028377083884305416,0.9221226795728567,0.07400153238329908,Na-HCO3,Na-HCO3,3.551488823799419e-14,1.2715207031559486e-14,0.9999999499999344,5.0000017473676395e-08,1.0301963569271107e-08,1.0971002287948252e-08,0.9998749891268738,0.0001249896001604936,Na-HCO3,Na-HCO3
58,DLGUA1192-200414,60.93,16.16,199.42,9.57,164.0,46.0,249.0,44.0,1.5202854430000001,0.664883769,8.674293229,0.244767675,1.707337387,1.297602257,4.080896814,0.7332355690000001,Na-HCO3,0.04329189,0.008385798,0.9483223120000001,0.024990261,0.133663309,0.09700312,0.769333571,0.10178347800000001,Na-HCO3,Na-HCO3,7.077390894185557e-05,2.927001124170259e-19,0.9999292260910577,4.3156831369969615e-16,3.125799259787688e-10,5.342723531017571e-10,0.999999998129321,1.0238266319640771e-09,Na-HCO3,Na-HCO3,2.958991738659914e-14,1.5890881723858572e-14,0.999999966666609,3.3333345538007494e-08,2.959060230907878e-14,1.5892735248536887e-14,0.999999966666609,3.33333455380075e-08,Na-HCO3,Na-HCO3,5.906517171629027e-12,3.1987580901845304e-12,0.9999998450114639,1.5497943078570646e-07,2.826272424293677e-08,1.6469205309553543e-08,0.9999999093007805,4.596728992995325e-08,Na-HCO3,Na-HCO3,2.958991738659914e-14,1.5890881723858572e-14,0.999999966666609,3.3333345538007494e-08,2.959094547040718e-14,1.58936642677878e-14,0.999999966666609,3.333334553800749e-08,Na-HCO3,Na-HCO3
59,DLGUA1192-210118,58.918,27.574,225.68200000000002,19.549,150.95,48.0,322.0,78.0,1.470083337,1.134499074,9.816627442,0.49999616399999997,1.5714791369999999,1.3540197459999999,5.277304313999999,1.29982669,Na-HCO3,0.029659196000000002,0.017178014,0.95316279,0.077224838,0.08277050400000001,0.072959699,0.844269797,0.27156442399999997,Na-HCO3,Na-HCO3,1.483535065882059e-05,9.853817984470269e-20,0.9999851646493412,1.6014020551483686e-17,3.8934790527978484e-11,2.2299566474122687e-11,0.9999999997919953,1.467703241554928e-10,Na-HCO3,Na-HCO3,2.9590142802784726e-14,1.589149163468927e-14,0.999999966666609,3.333334553800749e-08,3.011190285021236e-14,1.7009927342014175e-14,0.9999999642366584,3.576329452296545e-08,Na-HCO3,Na-HCO3,5.925493908289213e-14,3.6581798001076945e-14,0.999999934360805,6.563909920852642e-08,1.7871636884017603e-12,1.1684484895609505e-12,0.9999999509560776,4.904096681664089e-08,Na-HCO3,Na-HCO3,2.958992896587612e-14,1.5890913051483687e-14,0.999999966666609,3.3333345538007494e-08,3.0361313180028175e-14,1.740225535058181e-14,0.9999999631334404,3.686651175767276e-08,Na-HCO3,Na-HCO3
60,DLGUA1192-010516,56.81,36.77,236.358,23.91,179.27,56.0,516.0,9.0,1.417485902,1.5128574369999999,10.28100792,0.61153554,1.866307154,1.579689704,8.456798217000001,0.149980003,Na-HCO3,0.01573106,0.016697596000000002,0.9675713440000001,0.135792985,0.070433835,0.03994053,0.889625635,0.004805163,Na-HCO3,Na-HCO3,1.0333807358775423e-05,2.1450265388342075e-15,0.9999896661921921,4.4701885513486107e-13,4.568450565858641e-11,4.2400176697071696e-12,0.9999999999368507,1.3224734911185757e-11,Na-HCO3,Na-HCO3,1.760209391451564e-14,2.948446127567772e-14,0.9999999666666074,3.3333345538007296e-08,2.9675887159012354e-14,1.613153100227249e-14,0.9999999666666088,3.333334553800747e-08,Na-HCO3,Na-HCO3,7.423661755655345e-10,8.718241462315136e-10,0.9999999631754907,3.521031901786442e-08,6.932496313969612e-11,5.3565469295934944e-11,0.9999999665205562,3.335655344010205e-08,Na-HCO3,Na-HCO3,1.546681377426855e-14,2.81724583975742e-14,0.999999966665741,3.333421541412673e-08,2.9673821664376037e-14,1.612554840103802e-14,0.9999999666666088,3.3333345538007474e-08,Na-HCO3,Na-HCO3
61,DLGUA1194-211018,18.543,7.952000000000001,47.141999999999996,11.633,14.44,25.0,119.0,24.0,0.46267278799999995,0.327175478,2.0505642930000003,0.297532118,0.150328975,0.705218618,1.950308116,0.399946674,Na-HCO3,0.052614666,0.024843157,0.9225421770000001,0.25866538,0.007485031999999999,0.137022113,0.855492855,0.262188935,Na-HCO3,Na-HCO3,2.1346787488974524e-05,1.626838373602869e-17,0.9999786532124278,8.312791858509303e-14,2.7663475879067063e-13,3.520880851229756e-13,0.9999999999989642,4.0713698941259884e-13,Na-HCO3,Na-HCO3,2.9668186495275893e-14,1.6093305329888995e-14,0.999999966243526,3.375642817299069e-08,1.3743457641718758e-14,2.945026617877615e-14,0.9999999499999392,5.00000174736765e-08,Na-HCO3,Na-HCO3,6.715943243822562e-11,4.1307724026393926e-11,0.9999999576319282,4.2259604681446975e-08,1.1729888975963282e-11,2.515243542652362e-11,0.9999999498573701,5.010574781797241e-08,Na-HCO3,Na-HCO3,2.9611036586131607e-14,1.5946869988803227e-14,0.999999966552405,3.344754948471586e-08,1.3743457641718758e-14,2.945026617877615e-14,0.9999999499999392,5.00000174736765e-08,Na-HCO3,Na-HCO3
62,DLGUA1195-211018,34.01,16.570999999999998,47.657,10.482999999999999,14.88,37.0,183.0,16.0,0.8485952390000001,0.68179387,2.072965562,0.268119074,0.154909636,1.043723554,2.999213321,0.266631116,Na-HCO3,0.110359945,0.06666459799999999,0.8229754570000001,0.104993911,0.004380168,0.126637322,0.86898251,0.093207365,Na-HCO3,Na-HCO3-Cl,5.828769985329848e-05,1.2501700668312224e-11,0.9999416964019198,1.5885725363268012e-08,5.853124675957626e-14,2.0231918211425794e-11,0.9999999999794741,2.354752388292476e-13,Na-HCO3,Na-HCO3,2.9592849285023e-14,1.5898822748636308e-14,0.999999966666609,3.333334553800749e-08,1.3743457641718758e-14,2.945026617877615e-14,0.9999999499999392,5.00000174736765e-08,Na-HCO3,Na-HCO3,0.001892671073801569,0.00019951349257961958,0.9979032366077575,4.578825861389562e-06,3.968323656536068e-11,8.487208167748387e-11,0.999999949831882,5.004356258679247e-08,Na-HCO3,Na-HCO3,1.5482578358655308e-14,2.8184830561254362e-14,0.9999999666666107,3.3333345538007554e-08,1.3743457641718758e-14,2.945026617877615e-14,0.9999999499999392,5.00000174736765e-08,Na-HCO3,Na-HCO3
63,DLGUA6003-310319,6.584,4.638999999999999,107.2,8.565,23.1792,24.4073,148.35,66.65,0.164279655,0.190866077,4.662943707,0.219063233,0.241309236,0.688499295,2.4313294869999997,1.110685242,Na-HCO3,0.003226606,0.003991167,0.9927822270000001,0.313310672,0.0077339259999999995,0.094421707,0.897844367,0.586793201,Na-HCO3,Na-HCO3,0.00010443941974112194,1.4506169018765707e-19,0.999895560580259,7.976779075373458e-17,8.878283372875111e-12,4.5377990762141746e-11,0.9999999561607852,4.3784958558977534e-08,Na-HCO3,Na-HCO3,1.969376191639823e-14,2.128870959540801e-14,0.9999999000068297,9.999312924636344e-08,1.9593855323354967e-14,2.0993416277924265e-14,0.9999998999999294,1.0000002994734646e-07,Na-HCO3,Na-HCO3,4.278412012027016e-14,2.692973464786164e-14,0.9999999183807369,8.161919347642588e-08,6.74344208325413e-08,7.37719904935009e-08,0.9996806135404736,0.00031924525311506554,Na-HCO3,Na-HCO3,3.254951334454328e-14,1.8010650532102934e-14,0.9999999554826164,4.451733293690033e-08,1.9593856036519973e-14,2.0993424416892957e-14,0.9999998999999294,1.0000002994734005e-07,Na-HCO3,Na-HCO3
64,DLGUA6141-240319,3.016,0.3768,250.3,3.8339999999999996,105.7702,23.9288,278.425,51.6,0.07525325599999999,0.015502983,10.88745159,0.09806052900000001,1.10113059,0.67500141,4.563147371,0.859885349,Na-HCO3,0.000453856,1.95e-05,0.9995266509999999,0.19183300600000003,0.018489411,0.030236346,0.951274243,0.181594012,Na-HCO3,Na-HCO3,0.03687107744561041,8.920422121160554e-18,0.9631289225543793,1.0227424017535071e-14,1.9173776757321287e-08,6.344426219052222e-10,0.9999999787714864,1.4202942009116148e-09,Na-HCO3,Na-HCO3,2.696439259779958e-14,1.5996907897540252e-14,0.9999999000344065,9.996555055430684e-08,3.5915370255465934e-14,1.290861637541906e-14,0.9999999494453395,5.0554611505681585e-08,Na-HCO3,Na-HCO3,1.5014998603450579e-10,5.3613327548593275e-11,0.9999976843764484,2.315419788111494e-06,0.002155348513406889,0.0002562026752915562,0.9971220027823643,0.0004664460289374753,Na-HCO3,Na-HCO3,3.551488823799419e-14,1.2715207031559486e-14,0.9999999499999344,5.0000017473676395e-08,3.5690686963260854e-14,1.3023573388126701e-14,0.9999999496866628,5.031328843246212e-08,Na-HCO3,Na-HCO3
65,DLGUA961-120415,44.09,5.224,180.9,7.961,207.94611,19.14,187.0,39.6,1.1001047959999999,0.214935199,7.868717506,0.20361499100000002,2.164842488,0.539915374,3.064769896,0.659912012,Na-HCO3,0.036698649,0.001498072,0.9618032790000001,0.026415482,0.27430079399999996,0.030621401,0.695077805,0.08041411400000001,Na-HCO3,Na-Ca-HCO3-SO4,0.0013621325777601826,2.5886978780544953e-19,0.9986378674222389,9.528491121102539e-16,9.278996386071681e-05,3.941109978498329e-09,0.9999072043422225,1.7528067840424817e-09,Na-HCO3,Na-HCO3,3.0581022572479836e-14,1.7661622961101476e-14,0.9999999620859754,3.7913976244914385e-08,3.1798690989363615e-10,1.1414031364374134e-10,0.9999999494335343,5.013433866894119e-08,Na-HCO3,Na-HCO3,1.1982779374562937e-10,6.955672312232751e-11,0.9999998579667747,1.418438405725249e-07,0.03956933900523396,3.844966815134592e-05,0.9603858147300118,6.396596603053209e-06,Na-HCO3,Na-HCO3,2.961490516241488e-14,1.5957068770909135e-14,0.9999999665298523,3.3470102057368616e-08,1.2863196425645633e-09,4.628760918270149e-10,0.999999947706786,5.054401834038912e-08,Na-HCO3,Na-HCO3
66,DLGUA989-251015,52.37,6.63,179.04,33.7,37.16,54.0,462.0,2.0,1.3067019309999999,0.272783378,7.787811952999999,0.861930058,0.386857666,1.5232722140000001,7.57178445,0.033328889,Na-HCO3,0.018218856000000002,0.000769093,0.98101205,0.474318074,0.0059894580000000005,0.047667966,0.9463425759999999,0.00107517,Na-HCO3,Na-HCO3,2.4387381972495285e-05,2.2042922295937555e-13,0.9999756125764311,4.137594062418211e-11,1.0005563887315136e-11,1.0773853113875587e-10,0.9999999998718082,1.0447591836710448e-11,Na-HCO3,Na-HCO3,3.552100251300009e-14,1.2716047127548893e-14,0.999999949992241,5.0007711029005847e-08,1.5456107076500605e-14,2.816446168080446e-14,0.9999999666666107,3.333334553800756e-08,Na-HCO3,Na-HCO3,6.669385056112111e-07,2.2057067566175135e-07,0.9999961785676654,2.9339231533388462e-06,1.7206459060011182e-09,3.134611003604493e-09,0.9999999606989671,3.444577602875862e-08,Na-HCO3,Na-HCO3,2.6316907896680823e-14,1.5949708870356304e-14,0.9999999000002315,9.999972625788623e-08,1.5456107076500605e-14,2.816446168080446e-14,0.9999999666666107,3.333334553800756e-08,Na-HCO3,Na-HCO3
