,hlr2,hlr3,hlr4,hlr5,hlr6,hlr7,hlr8,CationC,AnionC
104,3.187823565,-7.630401315,-5.7363341320000005,-1.940189564,-7.79574361,-2.593518514,23.79326173,3,2
105,2.2450618209999997,-7.064640849,-5.007847611,-1.3715156990000001,-7.226274007000001,-3.08377193,24.40275759,3,2
106,3.578392983,-7.389593995,-5.60499075,-1.9363838619999998,-7.596346219,-3.439812533,23.89615833,3,2
107,3.65587358,-7.345588081,-5.289603414,-1.630741107,-7.464307193,-2.976534393,24.14353218,3,2
108,2.99940877,-7.3299529560000005,-5.409957283,-1.171740973,-7.551359858,-2.987877338,24.21097011,3,2
109,2.958117379,-7.734512584,-5.961819683,-1.924548793,-7.960762579,-1.4061134119999998,23.59095377,3,2
110,3.2863506339999997,-7.304021483,-5.210315652,-1.5893553440000001,-7.436382224,-2.879913283,24.22028509,3,2
111,1.71389322,-7.0293526260000005,-5.02214435,-1.367700837,-7.202394695,-2.6278381790000003,24.47236019,3,2
112,0.196281685,-6.915525886,-4.76857178,-2.012987489,-6.991551933999999,-3.6368539760000003,24.81907609,3,2
113,-0.010981454,-7.1783024310000005,-3.489941655,-1.455533485,-7.283747312999999,-2.1766434969999997,25.22699836,3,2
114,3.400240157,-7.566804771,-5.783620205,-1.6443858080000002,-7.757298409,-2.679303062,23.82336232,3,2
115,2.0816527380000003,-7.373024084,-5.625200907000001,-1.251539341,-7.5621689960000005,-2.822296021,23.97108633,3,2
116,2.9459383999999997,-7.298344216,-5.4511819489999995,-1.704050039,-7.440516923,-3.424338442,24.06219108,3,2
117,4.072620507,-7.502726722,-5.622568087,-2.089431669,-7.6619811460000005,-3.485834952,23.86716317,3,2
118,3.533722449,-7.337327895,-5.390249588,-2.8244060280000003,-7.476049025,-2.243831272,24.16655884,3,2
119,3.5548385939999996,-7.371232259,-5.492446233,-1.934333829,-7.537844044,-3.442817385,23.97796076,3,2
120,2.9973506519999997,-7.256554942,-5.339230896,-1.332168272,-7.407003258,-3.305789266,24.26775163,3,2
121,3.951807258,-7.467163706,-5.606280971,-2.009087217,-7.72917055,-3.334721432,23.86412602,3,2
122,1.045425235,-7.322274789,-4.424121491,-1.643897496,-7.461868831,-1.306105507,25.07038305,3,2
123,3.528253063,-7.628379514,-5.809872885,-1.714860651,-7.813229324,-2.69644907,23.76906033,3,2
124,-0.5082496470000001,-7.483779887000001,-5.31385895,1.011181654,-8.091084918,-0.16653243,27.03231502,3,2
125,0.191961985,-7.295243382000001,-3.7242367219999997,-1.795764938,-7.424060534,-0.640122339,24.85397709,3,2
126,2.8516198760000004,-7.330631515,-5.413307468999999,-1.239008926,-7.478655242,-3.1394118669999997,24.25555046,3,2
127,3.787765663,-7.537516826,-5.5449693589999995,-2.008059163,-7.574084121,-3.366893262,23.90074502,3,2
128,2.830708042,-7.578320077000001,-5.264188986000001,-1.137802732,-7.720066646,-1.82339961,24.55308895,3,2
129,3.231675197,-7.619018872000001,-5.932806547,-1.269255889,-7.858379061,-3.069165421,23.967163100000004,3,2
130,3.1666133839999997,-7.658762877000001,-5.897784902000001,-1.1382028240000002,-7.949390182999999,-2.909299566,23.90210129,3,2
131,-1.2893456090000002,-6.30952257,-3.640782435,-2.08954088,-6.496213255,-3.603853524,26.94436622,3,2
132,1.4356202619999998,-7.351528785,-4.78420755,-1.280400491,-7.505147289,-1.812667356,25.16681727,3,2
133,1.4620233969999998,-7.397441055,-5.074443329,-0.9262172209999999,-7.592461208,-1.634904725,25.06316745,3,2
134,1.271312054,-7.301512925,-4.7812479660000005,-1.161100172,-7.38245949,-1.982620197,25.20095978,3,2
135,2.820028513,-7.629708077,-5.317071294,-1.1685714440000001,-7.772559339,-1.870202862,24.85256192,3,2
136,2.5135572369999997,-7.4559217239999995,-5.0948845789999995,-1.6664400730000002,-7.57803551,-2.2272074369999997,25.01609177,3,2
137,2.754465802,-7.618412198,-5.324138215,-1.105057529,-7.782038238999999,-1.846534856,24.85153731,3,2
138,-1.8169096630000001,-6.238482734,-4.25293772,-3.107225275,-6.2771001779999995,-2.016121183,23.66029978,3,2
139,0.103860408,-6.355620394,-4.281844171,-3.668655713,-6.390392575,-3.4685244980000003,23.29954004,3,2
140,3.331600738,-6.715938251,-4.101339525,-4.042404911,-6.7027181460000005,-3.4885596519999997,23.34927446,3,2
141,2.1090613819999997,-6.463739597000001,-4.404851987,-2.7800626160000004,-6.212987204,-5.130977838,22.81985728,3,2
142,-0.26805386600000003,-9.196187233,-7.058053359,-3.316619898,-9.024758382,10.96138616,20.155068300000003,3,2
143,-0.243350178,-6.2586981889999995,-4.118230592,-2.2277380559999997,-6.181492406,-3.623576522,24.1563008,3,2
144,1.173326824,-6.5702107089999995,-4.404425304,-1.7138134680000001,-6.443395217999999,-4.965515236,22.89570773,3,2
145,-2.118452313,-7.621438032,-2.336202582,-0.256907909,-7.578325004,-2.8383809839999996,26.05968967,3,2
146,-1.380787035,-7.690248594,-2.186323943,-0.8307131729999999,-7.588137225,-3.562225432,25.76773556,3,2
147,-1.6097037019999998,-7.6568010079999995,-2.078768385,-0.7576437909999999,-7.560199293999999,-3.5827909730000003,25.87529111,3,2
148,-1.501590365,-7.589509661,-2.230166239,-0.80368113,-7.606236632999999,-3.362023825,25.82925378,3,2
149,-2.370071063,-7.92588736,-2.73442481,1.16015983,-7.90755436,-2.606167148,26.11345256,3,2
150,-2.008041459,-7.684226046,-1.938109649,-0.500260781,-7.711676982,-2.514703765,25.7928063,3,2
151,-2.843184523,-7.574939227000001,-2.479013255,1.625642855,-7.615287713,-3.013468717,26.22226065,3,2
152,-3.311396493,-7.993252871,-3.080196552,4.033263914,-8.083427065,-2.690258717,26.07783575,3,2
153,1.9301751630000001,-7.127310027999999,-4.171141614,-1.7932131530000002,-7.038516497000001,-4.576992455,23.65255607,3,2
154,3.992897824,-7.087216755,-4.90900883,-2.8561940789999998,-7.010521409,-5.526006388,23.41277545,3,2
155,2.476246454,-7.254023223,-4.6309008789999995,-2.045649558,-7.329486566,-2.1064022369999997,24.19862736,3,2
156,4.161678053,-7.155125234,-5.228108059,-2.320825186,-7.384728207999999,-3.272458864,23.66855948,3,2
157,2.351025658,-7.644458622,-5.621774061,-0.223112024,-7.839993332000001,-1.7267294030000002,24.97134277,3,2
158,2.231579848,-7.616603932,-5.8963891429999995,-0.776192523,-7.822144282999999,-0.9423057640000001,24.55179366,3,2
159,0.5535048220000001,-7.755355511,-6.1715230729999995,2.8440449180000003,-8.448292824,-1.16509838,26.78573674,3,2
160,-3.047950077,-7.197927425,-4.720987591,-1.225179071,-6.978427575,0.7859981079999999,27.43277699,3,2
161,-2.672141042,-6.2290546639999995,-3.307562333,-2.319963984,-6.3676774279999995,-2.0498403780000003,26.50452976,3,2
162,-1.580400948,-7.092918557999999,-3.9969395160000003,-0.954107087,-7.36256124,-0.828083833,26.61192567,3,2
163,-0.19722083199999998,-6.857658900000001,-3.327815275,-1.841176243,-6.477906954,-5.6295541060000005,24.52088371,3,2
164,-0.099778442,-6.318725783,-3.613365341,-1.781885823,-6.301588241,-4.214652066,25.216162899999997,3,2
165,1.151900985,-6.388099446,-4.459475845,-2.261340494,-6.429233756,-4.111792874,25.08154871,3,2
166,-2.4477922999999997,-6.419606083,-3.326941045,-1.149732154,-6.550760857,-2.461796289,25.35305546,3,2
167,1.542583697,-6.81951875,-4.378946561,-2.076992714,-6.94323473,-2.599554817,24.55594219,3,2
168,1.5031238219999998,-7.625987829,-5.59287875,-0.531544016,-7.784692565,-1.511432387,24.588802800000003,3,2
169,1.55847043,-6.831631412999999,-4.253058933,-2.094442402,-6.934397727,-2.574129062,24.57182892,3,2
170,0.34494852200000004,-6.900844032999999,-4.4513031739999995,-1.678484127,-7.12228368,-1.520257753,24.91644966,3,2
171,-0.6661371,-6.362662987999999,-3.5919372989999996,-2.369857922,-6.454713567000001,-2.2064919030000003,24.51627288,3,2
172,-3.8822737430000003,-6.500486218,-4.197662495,0.063613867,-7.237606228,-0.284074864,27.62295764,3,2
173,-1.766554199,-7.446389596,-4.896515771,0.74552808,-7.859952217999999,0.514876352,26.51980137,3,2
174,-2.672141042,-6.2290546639999995,-3.307562333,-2.319963984,-6.3676774279999995,-2.0498403780000003,26.50452976,3,2
175,-1.7888362880000002,-6.370745302,-3.523984795,-1.7154361619999998,-6.504722117999999,-2.528251006,26.20125347,3,2
176,2.688622337,-6.800474373999999,-3.686086932,-3.144968271,-6.835402051,-2.331074934,23.62255679,3,2
177,1.9073352080000001,-7.097268187,-4.767964352,-2.1779960419999997,-7.185612907,-4.2454754789999996,24.22754902,3,2
178,-0.099691666,-6.318639008,-3.6132785660000004,-1.7817990469999998,-6.302195669,-4.21456529,25.21624967,3,2
179,-0.25459104,-6.708194545,-4.212982649,0.464732319,-6.970346778,-4.451381973,26.44764447,3,2
180,1.00576973,-6.4734290020000005,-3.405413518,-2.826728679,-5.842995618,-5.274198631,24.01912822,3,2
181,-3.685851613,-7.967164964,-3.142401252,2.870883203,-8.140226818,-1.8358616209999998,27.28257866,3,2
182,-2.4412492340000003,-7.495094792000001,-1.9471602,-0.862205553,-7.591177422,-2.878918681,27.08681945,3,2
183,-3.976046888,-6.826409523,-4.163491821,0.433513637,-7.525443816,-0.222080962,28.07031546,3,2
184,-3.3916598319999998,-7.502416468,-2.8770422210000004,-0.9893284290000001,-7.636170332000001,-0.781725181,27.70810644,3,2
185,-1.732651792,-5.256101538,-2.629562903,-3.7669799060000004,-3.029186952,-4.940764699,24.39421962,3,3
186,-1.262079585,-5.611102756,-2.737681728,-4.137854826,-3.3362589160000002,-5.008092225,24.39033392,3,3
187,2.013626403,-6.464878897,-2.949046009,-4.34842143,-6.212293323,-3.006080842,23.64069804,3,2
188,2.013626403,-6.464878897,-2.949046009,-4.34842143,-6.212293323,-3.006080842,23.64069804,3,2
189,1.0522062,-5.396470417000001,-2.494418478,-4.216604935,-5.056227454,-5.179405954,24.13788518,3,3
190,1.883510077,-5.97438723,-4.025111583999999,-3.7796660689999997,-5.73768659,-4.032039579,23.77294367,3,2
191,1.97603726,-6.572486026,-3.9011852389999997,-4.477741508,-6.320708517999999,-1.9710332330000002,23.60310889,3,2
192,1.97603726,-6.572486026,-3.9011852389999997,-4.477741508,-6.320708517999999,-1.9710332330000002,23.60310889,3,2
193,1.3721421219999999,-6.456238382,-3.909779222,-3.899994129,-6.3213178039999995,-1.71473212,23.69235594,3,2
194,1.3721421219999999,-6.456238382,-3.909779222,-3.899994129,-6.3213178039999995,-1.71473212,23.69235594,3,2
195,1.463161505,-5.886993981,-3.177431852,-3.5023549160000003,-5.468901584,-5.299884895,23.67801536,3,2
196,2.162415795,-6.430202811,-3.955221842,-4.0181834610000005,-6.3584986489999995,-3.3305791439999997,23.78948743,3,2
197,1.045188756,-6.553957961,-3.490045794,-3.6983164060000004,-6.349308907,-1.946376445,23.62776568,3,2
198,2.162415795,-6.430202811,-3.955221842,-4.0181834610000005,-6.3584986489999995,-3.3305791439999997,23.78948743,3,2
199,1.957175839,-6.862505218,-4.082134955,-4.924398323999999,-4.036989846,-6.260134807000001,24.27738965,3,3
200,-0.899087038,-5.798906801,-3.6200929989999997,-3.301422697,-5.7574965360000006,-3.084713228,25.22778438,3,2
201,-0.547848515,-6.117715975,-4.000347772,-3.369296107,-5.9628108189999995,-2.623126564,24.99123632,3,2
202,-0.007973873000000001,-6.16426973,-3.364556504,-3.150483068,-5.461737447000001,-5.3309388669999995,24.18403789,3,2
203,-2.526385726,-5.583290956,-2.594604264,-2.258128846,-5.787991632000001,-3.590757247,25.90307068,3,2
204,-4.335369976,-6.5504870120000005,-2.761360789,-3.471946335,-6.548195978,-0.726668377,26.90749714,3,2
205,0.497718261,-6.398460056,-3.559483335,-4.559362557,-3.613475947,-6.182729165,24.42736599,3,3
206,2.861831645,-6.298755999,-4.043625493,-3.6649011430000002,-6.11946257,-5.32266918,23.57262755,3,2
207,2.128016004,-6.505422097,-3.836324252,-3.6385713930000003,-6.160143531,-4.020540898999999,23.53194659,3,2
208,-1.4285379880000002,-5.638442737999999,-3.22741001,-3.5506421969999997,-4.697195686000001,-3.231247556,23.87228971,3,2
209,1.294194487,-6.311039772999999,-4.344763607,-3.702502725,-6.273939335,-3.4090835810000004,23.18362808,3,2
210,-0.48529681399999997,-4.981343288,-3.402621405,-4.252043396,-3.090847633,-3.8259155560000004,23.20862884,3,1
211,0.687928419,-6.631493962,-4.427977047,-4.139580145,-6.347661921,-2.8602100939999997,23.86255469,3,2
212,2.58145752,-6.918786935,-4.222454418,-4.905066112,-3.928643889,-6.462661098,24.20852915,3,3
213,2.666847041,-6.3759682820000005,-2.277011753,-4.79609356,-6.178813075,-2.7303649489999997,23.93724802,3,2
214,-1.8890582619999998,-4.293795682,-3.4443122660000003,-3.5340712930000002,-2.966903856,-3.810185373,22.78252629,3,3
215,-1.1177699779999999,-5.873882881,-2.690065674,-3.4871248169999998,-4.761205975,-4.957350592,24.19817136,3,3
216,-1.010095966,-5.550270725,-2.487081505,-3.462509631,-4.474060015,-5.021496123,24.40115553,3,3
217,-0.602480407,-5.643746816,-2.311885197,-3.833400958,-4.402271096000001,-5.121714324,24.32041846,3,3
218,-0.6546838939999999,-5.83428026,-2.55883273,-3.557100348,-4.460818027,-5.179241207,24.19125396,3,3
219,0.448082525,-5.10588162,-2.3776273580000002,-3.022972381,-4.04200362,-5.021217475,22.41162354,3,3
220,0.351505396,-5.311446152,-2.313076141,-3.092853543,-4.119842262,-5.136395478,23.04328121,3,3
221,2.283398557,-6.589522014,-4.600025444,-4.286834343,-5.378307671,-5.820148204,23.91047019,3,3
222,1.158279765,-6.221181587999999,-4.497547827,-4.319711539,-5.32912485,-4.541337409,24.39478131,3,2
223,1.4277222319999998,-6.365668865,-4.708022113999999,-4.320891829,-5.5278562870000005,-5.605724400000001,24.15339949,3,3
224,0.448082525,-5.10588162,-2.3776273580000002,-3.022972381,-4.04200362,-5.021217475,22.41162354,3,3
225,0.10083869999999999,-5.562112848,-2.563742837,-3.3435202389999996,-4.370508958,-5.3870621739999995,22.79261452,3,3
226,0.345122548,-6.134837202000001,-3.216665036,-3.658986595,-5.348941877,-5.128569766,23.76394532,3,2
227,0.31780686399999997,-6.134753912000001,-3.214127757,-3.606259572,-5.337036848,-5.153096048,23.73662963,3,2
228,1.5063861669999998,-6.069476177,-3.388849964,-3.797701683,-5.360395186,-5.1121818569999995,23.82659998,3,2
229,0.015692472,-6.031404196,-3.603254527,-3.3520869660000003,-5.3498688869999995,-5.341748666,24.35080497,3,2
230,-3.427945202,-4.64517155,-1.89856815,-2.609153695,-3.3602439239999997,-5.20301509,24.37706057,3,3
231,-1.888773241,-5.9244823570000005,-2.588775635,-3.66641684,-5.193144225,-4.974371024,24.00096841,3,2
232,-1.91302661,-5.594092466,-2.5141414909999997,-3.173139667,-3.8955109230000002,-5.372547766,23.82490905,3,3
233,1.01033819,-6.10719389,-2.35728838,-3.0090334260000002,-5.539771887000001,-4.9855857210000005,23.0428716,3,2
234,1.915978131,-5.723733331,-2.915224474,-3.4934585680000003,-5.0843229480000005,-5.082907365,23.03223081,3,2
235,-0.069418428,-5.41193875,-2.1899532980000003,-2.536573466,-5.040165326,-4.980579107,23.73239606,3,2
236,1.2736931459999998,-6.910194249,-4.026148618,-4.701642843999999,-4.190795727,-6.1964716929999994,24.1816914,3,3
237,1.725613897,-6.886428795,-4.1125332519999995,-4.936706248,-4.135265565,-6.069972119,24.26897026,3,3
238,1.9448438890000002,-6.971566794,-4.213072647,-4.892927651,-4.25696116,-6.528608225,24.2650577,3,3
