iter	Passed	Remaining
1672	18103	3538
1673	18112	3527
1674	18124	3516
1675	18135	3505
1676	18147	3495
1677	18159	3484
1678	18170	3473
1679	18179	3462
1680	18189	3451
1681	18200	3441
1682	18212	3430
1683	18223	3419
1684	18232	3408
1685	18243	3397
1686	18253	3386
1687	18264	3375
1688	18275	3365
1689	18286	3354
1690	18294	3342
1691	18305	3332
1692	18313	3320
1693	18325	3310
1694	18336	3299
1695	18347	3288
1696	18358	3277
1697	18368	3267
1698	18379	3256
1699	18389	3245
1700	18400	3234
1701	18411	3223
1702	18422	3212
1703	18432	3201
1704	18443	3191
1705	18454	3180
1706	18464	3169
1707	18473	3158
1708	18484	3147
1709	18497	3136
1710	18508	3126
1711	18519	3115
1712	18530	3104
1713	18539	3093
1714	18550	3082
1715	18561	3071
1716	18572	3061
1717	18583	3050
1718	18591	3039
1719	18602	3028
1720	18613	3017
1721	18623	3006
1722	18634	2995
1723	18644	2984
1724	18653	2973
1725	18664	2962
1726	18672	2951
1727	18682	2940
1728	18694	2930
1729	18708	2919
1730	18720	2909
1731	18731	2898
1732	18742	2887
1733	18754	2876
1734	18763	2865
1735	18773	2854
1736	18784	2844
1737	18794	2833
1738	18803	2822
1739	18814	2811
1740	18825	2800
1741	18836	2789
1742	18847	2779
1743	18858	2768
1744	18867	2757
1745	18886	2747
1746	18897	2736
1747	18908	2725
1748	18917	2714
1749	18927	2703
1750	18938	2693
1751	18949	2682
1752	18958	2671
1753	18968	2660
1754	18978	2649
1755	18989	2638
1756	18998	2627
1757	19012	2617
1758	19021	2606
1759	19033	2595
1760	19044	2584
1761	19056	2573
1762	19067	2563
1763	19077	2552
1764	19089	2541
1765	19101	2530
1766	19112	2520
1767	19123	2509
1768	19134	2498
1769	19145	2487
1770	19155	2476
1771	19166	2466
1772	19178	2455
1773	19188	2444
1774	19199	2433
1775	19207	2422
1776	19216	2411
1777	19226	2400
1778	19240	2390
1779	19251	2379
1780	19262	2368
1781	19273	2357
1782	19283	2346
1783	19294	2336
1784	19305	2325
1785	19315	2314
1786	19325	2303
1787	19336	2292
1788	19346	2281
1789	19357	2271
1790	19366	2260
1791	19377	2249
1792	19388	2238
1793	19399	2227
1794	19410	2216
1795	19422	2206
1796	19431	2195
1797	19442	2184
1798	19452	2173
1799	19460	2162
1800	19471	2151
1801	19481	2140
1802	19492	2129
1803	19503	2119
1804	19515	2108
1805	19524	2097
1806	19536	2086
1807	19547	2075
1808	19558	2064
1809	19568	2054
1810	19579	2043
1811	19589	2032
1812	19601	2021
1813	19615	2011
1814	19626	2000
1815	19637	1989
1816	19647	1978
1817	19657	1967
1818	19669	1957
1819	19678	1946
1820	19690	1935
1821	19700	1924
1822	19713	1914
1823	19725	1903
1824	19736	1892
1825	19748	1881
1826	19759	1871
1827	19771	1860
1828	19783	1849
1829	19793	1838
1830	19804	1827
1831	19815	1817
1832	19823	1806
1833	19833	1795
1834	19845	1784
1835	19856	1773
1836	19867	1762
1837	19878	1752
1838	19888	1741
1839	19899	1730
1840	19910	1719
1841	19922	1708
1842	19932	1697
1843	19942	1687
1844	19951	1676
1845	19961	1665
1846	19969	1654
1847	19980	1643
1848	19991	1632
1849	20002	1621
1850	20012	1610
1851	20023	1600
1852	20034	1589
1853	20042	1578
1854	20052	1567
1855	20062	1556
1856	20071	1545
1857	20082	1534
1858	20091	1523
1859	20102	1513
1860	20113	1502
1861	20124	1491
1862	20135	1480
1863	20147	1469
1864	20160	1459
1865	20171	1448
1866	20179	1437
1867	20190	1426
1868	20200	1415
1869	20211	1405
1870	20221	1394
1871	20232	1383
1872	20243	1372
1873	20254	1361
1874	20263	1350
1875	20272	1339
1876	20282	1329
1877	20293	1318
1878	20304	1307
1879	20316	1296
1880	20326	1285
1881	20337	1275
1882	20352	1264
1883	20364	1253
1884	20374	1243
1885	20385	1232
1886	20395	1221
1887	20406	1210
1888	20416	1199
1889	20427	1188
1890	20436	1178
1891	20447	1167
1892	20456	1156
1893	20467	1145
1894	20477	1134
1895	20488	1123
1896	20500	1113
1897	20512	1102
1898	20523	1091
1899	20535	1080
1900	20544	1069
1901	20554	1059
1902	20565	1048
1903	20576	1037
1904	20584	1026
1905	20596	1015
1906	20607	1004
1907	20616	994
1908	20627	983
1909	20637	972
1910	20648	961
1911	20658	950
1912	20668	939
1913	20680	929
1914	20693	918
1915	20704	907
1916	20715	896
1917	20723	885
1918	20734	875
1919	20745	864
1920	20756	853
1921	20769	842
1922	20780	832
1923	20790	821
1924	20801	810
1925	20809	799
1926	20820	788
1927	20828	777
1928	20838	766
1929	20846	756
1930	20858	745
1931	20870	734
1932	20882	723
1933	20893	713
1934	20903	702
1935	20913	691
1936	20924	680
1937	20934	669
1938	20944	658
1939	20954	648
1940	20965	637
1941	20975	626
1942	20985	615
1943	20996	604
1944	21005	593
1945	21016	583
1946	21027	572
1947	21037	561
1948	21050	550
1949	21062	540
1950	21071	529
1951	21079	518
1952	21090	507
1953	21101	496
1954	21111	485
1955	21123	475
1956	21133	464
1957	21142	453
1958	21153	442
1959	21164	431
1960	21175	421
1961	21185	410
1962	21195	399
1963	21205	388
1964	21216	377
1965	21230	367
1966	21243	356
1967	21253	345
1968	21263	334
1969	21274	323
1970	21284	313
1971	21295	302
1972	21306	291
1973	21315	280
1974	21324	269
1975	21335	259
1976	21345	248
1977	21356	237
1978	21364	226
1979	21375	215
1980	21385	205
1981	21397	194
1982	21407	183
1983	21418	172
1984	21429	161
1985	21440	151
1986	21452	140
1987	21462	129
1988	21474	118
1989	21484	107
1990	21495	97
1991	21504	86
1992	21515	75
1993	21526	64
1994	21536	53
1995	21547	43
1996	21557	32
1997	21565	21
1998	21576	10
1999	21585	0
