iter	Logloss
148	0.1264811617
149	0.1261693349
150	0.1258907208
151	0.1255264215
152	0.125203096
153	0.1248272628
154	0.1246059055
155	0.1241708322
156	0.1238695532
157	0.1236229413
158	0.1233085261
159	0.1230599429
160	0.1227601283
161	0.1224329981
162	0.1221271014
163	0.1218861789
164	0.1216423079
165	0.1214057825
166	0.1211976284
167	0.1208442271
168	0.1205859671
169	0.1203132143
170	0.1200538745
171	0.1196865247
172	0.1194321549
173	0.1191791121
174	0.1190029852
175	0.1187648849
176	0.1185257834
177	0.1181947363
178	0.1179089463
179	0.1177232497
180	0.1174992402
181	0.1172405286
182	0.1170116153
183	0.1166514586
184	0.1163784962
185	0.1162158534
186	0.1160166574
187	0.1157610235
188	0.1155629667
189	0.115273258
190	0.115122978
191	0.114879401
192	0.1146239652
193	0.1144191936
194	0.1141472157
195	0.1140149892
196	0.1138395242
197	0.1136954302
198	0.1134998032
199	0.1132771868
200	0.1129954465
201	0.1128292146
202	0.1125266909
203	0.1122697869
204	0.1120765657
205	0.1118508647
206	0.1116504742
207	0.1114582194
208	0.1110862384
209	0.1108370214
210	0.1106786268
211	0.1104502032
212	0.1102571425
213	0.110032342
214	0.1098704317
215	0.1096985777
216	0.1093953705
217	0.1092593642
218	0.1090927402
219	0.1088167994
220	0.1086052364
221	0.1084591377
222	0.1082730483
223	0.1081462246
224	0.1079617802
225	0.1078284668
226	0.1076199433
227	0.1074419005
228	0.1072845038
229	0.1070587715
230	0.1069245183
231	0.1067507501
232	0.1066102869
233	0.1064063128
234	0.1062431646
235	0.1060633257
236	0.1059044089
237	0.1057669763
238	0.1056192996
239	0.1052980027
240	0.1051870077
241	0.1050169959
242	0.104753
243	0.104542765
244	0.1044142309
245	0.1041922939
246	0.1040157036
247	0.1038837543
248	0.1037199466
249	0.1035333877
250	0.1032702834
251	0.1030879099
252	0.1029643481
253	0.1028201662
254	0.102650659
255	0.1025102075
256	0.1023116447
257	0.1021704478
258	0.1020303404
259	0.1019124776
260	0.1017247255
261	0.1016150765
262	0.1013615954
263	0.1012535459
264	0.1010666802
265	0.1009477265
266	0.1007983309
267	0.1006675324
268	0.1005232519
269	0.1004053466
270	0.1003159092
271	0.1000551443
272	0.099908173
273	0.09976744311
274	0.09963504002
275	0.09932153964
276	0.09913900747
277	0.09894895505
278	0.0987866142
279	0.0986528402
280	0.09852945898
281	0.09834067477
282	0.09820323603
283	0.09808476777
284	0.09789800939
285	0.09777092992
286	0.09765543566
287	0.09753433883
288	0.09741532841
289	0.09724451485
290	0.09713864588
291	0.09697978819
292	0.09684435864
293	0.09671108502
294	0.09657085198
295	0.09644565449
296	0.09621619512
297	0.09611077751
298	0.09590614033
299	0.09578178591
300	0.09568841039
301	0.09555118703
302	0.09540541199
303	0.09527578819
304	0.0951465138
305	0.09505648767
306	0.09493288806
307	0.09467344371
308	0.0945843092
309	0.09443615262
310	0.0943287602
311	0.09418760746
312	0.09406262405
313	0.09393726839
314	0.09380991411
315	0.09362674026
316	0.0935072295
317	0.0934232388
318	0.09331027583
319	0.09318308645
320	0.09294931194
321	0.0928414569
322	0.092747318
323	0.09262585165
324	0.09251970332
325	0.09241543943
326	0.09232694225
327	0.0921087777
328	0.09199634449
329	0.09189025719
330	0.0917634652
331	0.09166010754
332	0.09155060328
333	0.09145487414
334	0.09135347801
335	0.09123933911
336	0.09116220414
337	0.09106628305
338	0.09099141833
339	0.09084172828
340	0.09069138615
341	0.09058772554
342	0.09050012354
343	0.09039581521
344	0.09031426393
345	0.09016892169
346	0.09007482762
347	0.08995114112
348	0.08983607102
349	0.08973306888
350	0.08944863012
351	0.08930618417
352	0.08922006149
353	0.08911433872
354	0.08896837711
355	0.08884440257
356	0.0887341456
357	0.08862303739
358	0.0885384754
359	0.08836796019
360	0.08824417816
361	0.08816909023
362	0.08804311646
363	0.08794052289
364	0.08782642705
365	0.0877284198
366	0.08763522841
367	0.08752611902
368	0.08744161729
369	0.08729559264
370	0.08718097163
371	0.08709267606
372	0.08703396473
373	0.08691394628
374	0.08681578438
375	0.08672672753
376	0.08664071544
377	0.08652233466
378	0.08636448122
379	0.08628296004
380	0.08621354524
381	0.08613117365
382	0.08602661831
383	0.08586546399
384	0.08578334163
385	0.08565504332
386	0.08556849256
387	0.08548742919
388	0.08541203946
389	0.08529082738
390	0.08522800244
391	0.08510660214
392	0.08502283596
393	0.08493436125
394	0.08482641873
395	0.08476088737
396	0.08463364147
397	0.08454499255
398	0.08445523863
399	0.084370699
400	0.0842369985
401	0.08414834504
402	0.08399084575
403	0.08390032227
404	0.08379276811
405	0.0837238047
406	0.08357020615
407	0.08348293505
408	0.08340379699
409	0.0833330117
410	0.08324334061
411	0.08318101969
412	0.0831322785
413	0.08304238182
414	0.08295508782
415	0.08286120876
416	0.08275484681
417	0.08268955685
418	0.0825969439
419	0.08249794461
420	0.08238455808
421	0.08224170721
422	0.08214207234
423	0.08205222253
424	0.08196418034
425	0.08189176744
426	0.0818093792
427	0.08172729383
428	0.08165367083
429	0.08158822713
430	0.08153699958
431	0.08138946867
432	0.08131583579
433	0.08123108954
434	0.08104624656
435	0.08096619204
436	0.08091446862
437	0.08086095014
438	0.0807659617
439	0.08069743428
440	0.08055339425
441	0.08046388206
442	0.08039650807
443	0.08031485483
444	0.08018018831
445	0.08010052918
446	0.0800257275
447	0.07993216012
448	0.07985109097
449	0.07979653353
450	0.07971453234
451	0.07965403406
452	0.07959254027
453	0.07952809236
454	0.0794492729
455	0.07935995638
456	0.07925292742
457	0.07918119894
458	0.07909966806
459	0.07903561556
460	0.0789577715
461	0.07889920217
462	0.07881201567
463	0.07874250659
464	0.07867707799
465	0.07853044174
466	0.07844863999
467	0.07838395016
468	0.07815545304
469	0.07803048775
470	0.07796201208
471	0.07784273103
472	0.07775266088
473	0.07763893118
474	0.07758029051
475	0.07749785459
476	0.07741246096
477	0.07735594591
478	0.07728678615
479	0.07724055633
480	0.07717939139
481	0.07710128555
482	0.07706230594
483	0.0769888216
484	0.07691537935
485	0.07685617448
486	0.07679691944
487	0.07674462111
488	0.076671721
489	0.07654936289
490	0.07644083645
491	0.07638456949
492	0.07630361261
493	0.07625087622
494	0.07617509013
495	0.07612725894
496	0.07603248527
497	0.07595575562
498	0.07580215914
499	0.07574020011
500	0.07569200594
501	0.0756381818
502	0.07558322194
503	0.07553216758
504	0.07549348408
505	0.07542800045
506	0.07532841257
507	0.07525938995
508	0.07516823597
509	0.07510476436
510	0.07503974328
511	0.0749563645
512	0.07487997547
513	0.07480138795
514	0.07469594761
515	0.07464312005
516	0.07456731972
517	0.0744901691
518	0.07442117864
519	0.07435374096
520	0.07420951538
521	0.07415328261
522	0.07409481736
523	0.07404157859
524	0.07395794191
525	0.07391169045
526	0.07386232699
527	0.07380901222
528	0.07373897546
529	0.07368343333
530	0.07361865712
531	0.07355220067
532	0.07347104831
533	0.07339984977
534	0.07332808551
535	0.07323234709
536	0.07316474715
537	0.07311678959
538	0.07306402175
539	0.0730073464
540	0.07296126477
541	0.07289146329
542	0.07283115877
543	0.07276063031
544	0.07270880451
545	0.07261688308
546	0.0725350982
547	0.07249741124
548	0.0724004749
549	0.07230862286
550	0.07223195085
551	0.07218467473
552	0.07213283705
553	0.07208471715
554	0.07202319233
555	0.07195852724
556	0.07191691218
557	0.07184389336
558	0.07178107363
559	0.07173399961
560	0.07166951528
561	0.07160942111
562	0.07153749727
563	0.0714905669
564	0.07144626576
565	0.07138709735
566	0.07134121504
567	0.07128853743
568	0.07124567452
569	0.07119340557
570	0.07113165463
571	0.07108603472
572	0.07098115558
573	0.07089437937
574	0.07082512727
575	0.07076208594
576	0.07071016457
577	0.07065501126
578	0.07059572187
579	0.07055361846
580	0.07049325822
581	0.07035462557
582	0.07024833725
583	0.07015411704
584	0.0701143562
585	0.07003149739
586	0.06995928636
587	0.06989894648
588	0.06984141058
589	0.06978774479
590	0.06975412226
591	0.0696906115
592	0.06961674044
593	0.06955386716
594	0.06951222498
595	0.06946746652
596	0.06937330362
597	0.06933104989
598	0.06927114294
599	0.06922669983
600	0.06917366433
601	0.06914965357
602	0.06907575776
603	0.06903866589
604	0.0689551385
605	0.06891393083
606	0.0688454104
607	0.06877837934
608	0.06870846915
609	0.06866491327
610	0.06859860026
611	0.06855284952
612	0.06850178535
613	0.06846069915
614	0.06843234943
615	0.06838515347
616	0.06832213845
617	0.06823654125
618	0.06819220478
619	0.068119809
620	0.06807469499
621	0.06796090397
622	0.06787666844
623	0.06783398192
624	0.06778370894
625	0.06770277576
626	0.06764309759
627	0.06756950664
628	0.06752489607
629	0.06748535607
630	0.06742957636
631	0.06737531516
632	0.06732858536
633	0.06728072481
634	0.06716546058
635	0.06711744578
636	0.06708502621
637	0.06699438838
638	0.06695888832
639	0.06691665258
640	0.0668664864
641	0.06682443968
642	0.06678767564
643	0.0667099471
644	0.0666693728
645	0.06662385419
646	0.06656632031
647	0.06652160527
648	0.06646302092
649	0.06643043236
650	0.0663821748
651	0.06632770138
652	0.06629300343
653	0.06620142728
654	0.06615072885
655	0.06610763559
656	0.06606161158
657	0.06602652789
658	0.06597142392
659	0.0659256802
660	0.06579542083
661	0.06574752437
662	0.06572074469
663	0.06565770961
664	0.06559465681
665	0.06555358523
666	0.06550680856
667	0.06547219289
668	0.06542146512
669	0.06534932757
670	0.06529347731
671	0.06526728624
672	0.06521403251
673	0.06515543699
674	0.06510027188
675	0.06500397797
676	0.06493530355
677	0.06488501945
678	0.06483988322
679	0.06477654344
680	0.06473551632
681	0.0647057515
682	0.0646606479
683	0.06462053504
684	0.06458158363
685	0.06453663544
686	0.06450392841
687	0.06444394687
688	0.06440294936
689	0.06436622608
690	0.06430386553
691	0.06426213187
692	0.06422003921
693	0.06416732206
694	0.0640934431
695	0.06406266939
696	0.06403709015
697	0.06398533808
698	0.06393655304
699	0.06388503613
700	0.06385493298
701	0.06381238993
702	0.06373039137
703	0.06369574755
704	0.06366363751
705	0.06362328042
706	0.06356433602
707	0.06353651088
708	0.0635058438
709	0.06347209016
710	0.06343902713
711	0.06333752279
712	0.06326057231
713	0.06318940411
714	0.06312366967
715	0.06305745108
716	0.06300163871
717	0.06296009006
718	0.06292836721
719	0.06288972202
720	0.06284068108
721	0.06278550014
722	0.06275944036
723	0.06272009556
724	0.06267980147
725	0.06264139062
726	0.06261424512
727	0.06254789718
728	0.06245965107
729	0.06240785031
730	0.06237694712
731	0.06233576252
732	0.06228043154
733	0.06224625269
734	0.06219124525
735	0.06214958354
736	0.06210833534
737	0.0620786929
738	0.06203575392
739	0.06200002506
740	0.0619580145
741	0.06192912242
742	0.06186887249
743	0.06178647612
744	0.0617464052
745	0.06171847626
746	0.0616307892
747	0.06159456717
748	0.06155615071
749	0.06153232017
750	0.06150259039
751	0.06144186131
752	0.06141016916
753	0.06136272955
754	0.06132028251
755	0.06123093666
756	0.06117912503
757	0.0611267717
758	0.06105214498
759	0.06100897165
760	0.0609601481
761	0.06093281947
762	0.06084612473
763	0.06081854982
764	0.06079330863
765	0.06074667462
766	0.06072528709
767	0.06068321492
768	0.06056696697
769	0.06052481317
770	0.06047635902
771	0.06044822683
772	0.0604107279
773	0.06036033152
774	0.06032063744
775	0.06027871059
776	0.06023716769
777	0.06015307234
778	0.06010071122
779	0.06007515129
780	0.06005329379
781	0.05999983811
782	0.05991495619
783	0.05983354234
784	0.05980315278
785	0.05978102248
786	0.05974072225
787	0.05970711399
788	0.0596638586
789	0.05961859037
790	0.05957883496
791	0.05954192981
792	0.0595162806
793	0.05946776932
794	0.05944510364
795	0.05940985975
796	0.05938447679
797	0.05934183391
798	0.05930435061
799	0.05927380862
800	0.0592493511
801	0.05921071774
802	0.0591833772
803	0.05913079221
804	0.05908158744
805	0.05904498163
806	0.05900283803
807	0.05897443747
808	0.05892471437
809	0.05889815347
810	0.05886111155
811	0.05882684588
812	0.05874493302
813	0.05871605747
814	0.05867895715
815	0.05864737339
816	0.05861400802
817	0.05856007963
818	0.05852581524
819	0.05849006999
820	0.05845184501
821	0.05842737424
822	0.05838472519
823	0.05830719402
824	0.05825833957
825	0.05824802875
826	0.0582137237
827	0.05818093384
828	0.05814785569
829	0.05810552405
830	0.05807099387
831	0.05804806799
832	0.05799995129
833	0.05797651454
834	0.05792772536
835	0.05789197664
836	0.05786731843
837	0.05784779203
838	0.05778901817
839	0.05776064909
840	0.05772553743
841	0.05769324646
842	0.0576622429
843	0.05763928649
844	0.05761583897
845	0.05757618416
846	0.05752997782
847	0.05749450437
848	0.05745843997
849	0.05739038645
850	0.05734549559
851	0.05732181842
852	0.05727066864
853	0.05724924113
854	0.0571811632
855	0.0571550647
856	0.05712116788
857	0.05706805312
858	0.05704100966
859	0.05698907357
860	0.05696991328
861	0.05694779666
862	0.05686764419
863	0.05680540849
864	0.05674203319
865	0.05670025684
866	0.05666606233
867	0.05663503558
868	0.05661040377
869	0.05658355997
870	0.05655861752
871	0.05652506638
872	0.05650072563
873	0.05646897625
874	0.05645007866
875	0.0564231648
876	0.05636722986
877	0.05632894706
878	0.05625631403
879	0.05618005115
880	0.05614661463
881	0.05612793485
882	0.05609995584
883	0.05608193918
884	0.05604737767
885	0.0560018696
886	0.05595793057
887	0.05592151963
888	0.05584335272
889	0.0557829239
890	0.05573473523
891	0.05569316649
892	0.05567150589
893	0.05563827992
894	0.05560659942
895	0.05557514756
896	0.05553837463
897	0.05546684624
898	0.05544575583
899	0.05542085537
900	0.05537052938
901	0.05534526827
902	0.05530995816
903	0.05527266925
904	0.05524916271
905	0.05521898073
906	0.0551912022
907	0.05516976241
908	0.05512947434
909	0.0551091676
910	0.05505932831
911	0.05502916836
912	0.05499530485
913	0.05497538375
914	0.05494162218
915	0.05487216915
916	0.05481492633
917	0.05478770323
918	0.05475981892
919	0.05471425417
920	0.05467204564
921	0.05459463059
922	0.05456574029
923	0.05454114157
924	0.05451669414
925	0.05447057296
926	0.05444600803
927	0.05442118194
928	0.05438347829
929	0.05435566977
930	0.05432858258
931	0.05428895681
932	0.05422617837
933	0.05420124613
934	0.05417563097
935	0.05413958978
936	0.05408504243
937	0.05406003351
938	0.05403501316
939	0.05400901087
940	0.05397906972
941	0.05395975594
942	0.05393020672
943	0.05390305118
944	0.05382366093
945	0.05379522841
946	0.05376810761
947	0.05373838758
948	0.05371255163
949	0.05367191339
950	0.0536452126
951	0.05357551152
952	0.0535167541
953	0.05350388043
954	0.05347344897
955	0.05338279258
956	0.05332710493
957	0.05329978832
958	0.05327959669
959	0.05326150291
960	0.05323079828
961	0.05320288181
962	0.05316442852
963	0.0530717846
964	0.05304852441
965	0.05300859515
966	0.0529805945
967	0.05295787422
968	0.0529258371
969	0.05288018089
970	0.05286261952
971	0.0528175188
972	0.05279896882
973	0.05275209169
974	0.05272116982
975	0.05269822549
976	0.0526675342
977	0.05263411741
978	0.05260783446
979	0.0525884894
980	0.05255660022
981	0.05254278075
982	0.05252443068
983	0.05250796489
984	0.05249083848
985	0.05244735031
986	0.05241856181
987	0.05237654949
988	0.05235107829
989	0.05231065762
990	0.05228828483
991	0.05226604399
992	0.05222372331
993	0.05219906887
994	0.05217319729
995	0.05213458466
996	0.05211294042
997	0.05208375323
998	0.05205911533
999	0.05204199776
1000	0.05202010591
1001	0.0519858243
1002	0.05195741175
1003	0.05189712662
1004	0.05186113859
1005	0.05180126635
1006	0.051774016
1007	0.05175413726
1008	0.05171980832
1009	0.05168871294
1010	0.05161773198
1011	0.05159140497
1012	0.05157006645
1013	0.05154821776
1014	0.05151310983
1015	0.05148734834
1016	0.0514545955
1017	0.05142808783
1018	0.05140405488
1019	0.05137866215
1020	0.05135178647
1021	0.05133052125
1022	0.05123499577
1023	0.05121927074
1024	0.05117021555
1025	0.05113510929
1026	0.05111398676
1027	0.05108195146
1028	0.05105917536
1029	0.05103143684
1030	0.05100630487
1031	0.05098213363
1032	0.05096205967
1033	0.05092661642
1034	0.05090814527
1035	0.05087863447
1036	0.05085244353
1037	0.05083054894
1038	0.05080804693
1039	0.0507893494
1040	0.05077665217
1041	0.05070151639
1042	0.05067574102
1043	0.05062878223
1044	0.05059507706
1045	0.05056078975
1046	0.05054799179
1047	0.05052922511
1048	0.05050751865
1049	0.05048477484
1050	0.05046620815
1051	0.05043009717
1052	0.050408643
1053	0.05037607967
1054	0.05036131827
1055	0.05033616335
1056	0.05030373118
1057	0.05027793534
1058	0.05016441645
1059	0.05012663108
1060	0.05010208841
1061	0.05006096124
1062	0.05004157685
1063	0.05001558677
1064	0.0499807866
1065	0.04996272909
1066	0.04993286938
1067	0.0499044724
1068	0.04988595116
1069	0.04986559432
1070	0.049843777
1071	0.04981155916
1072	0.04979097095
1073	0.04976899966
1074	0.04973716802
1075	0.04971004559
1076	0.04967624079
1077	0.04965577889
1078	0.04963540562
1079	0.04961765398
1080	0.04958358202
1081	0.04956184849
1082	0.04953472306
1083	0.04952241331
1084	0.04950633965
1085	0.04947458999
1086	0.04945579969
1087	0.0494213374
1088	0.04938346106
1089	0.0493584672
1090	0.04932235634
1091	0.04925674075
1092	0.04923654045
1093	0.04921177707
1094	0.04918840522
1095	0.04916350154
1096	0.04913178987
1097	0.04910784038
1098	0.04906580685
1099	0.04905003868
1100	0.04902050675
1101	0.04899394705
1102	0.04897121329
1103	0.0489415938
1104	0.04892477504
1105	0.04891204535
1106	0.0488801895
1107	0.04884244264
1108	0.04879315741
1109	0.04876893529
1110	0.04874122217
1111	0.04872374549
1112	0.04869770653
1113	0.04867684309
1114	0.04862297726
1115	0.04858695143
1116	0.04855908375
1117	0.04852326387
1118	0.04848347574
1119	0.04846411228
1120	0.0484503525
1121	0.04839623653
1122	0.04837190638
1123	0.04835995349
1124	0.04833075743
1125	0.04828437125
1126	0.04825485316
1127	0.04820779232
1128	0.04818477411
1129	0.04814266879
1130	0.04812450465
1131	0.04810355012
1132	0.04808538095
1133	0.0480656151
1134	0.04802600549
1135	0.04797741192
1136	0.04794555085
1137	0.04791357057
1138	0.04789014418
1139	0.04786216733
1140	0.04784088021
1141	0.0478214475
1142	0.04779137316
1143	0.04775476684
1144	0.04773457963
1145	0.0477104375
1146	0.04766049336
1147	0.04763834521
1148	0.04761340481
1149	0.04757095268
1150	0.04755394701
1151	0.04751937779
1152	0.04750116634
1153	0.04746480987
1154	0.04743808671
1155	0.04741572754
1156	0.04740257031
1157	0.04737617904
1158	0.04734601009
1159	0.04733286316
1160	0.04731776595
1161	0.04729293187
1162	0.04724141598
1163	0.04722308308
1164	0.04719393333
1165	0.04718194605
1166	0.04714704496
1167	0.04712613457
1168	0.04708011928
1169	0.04705957348
1170	0.04703889689
1171	0.0470128879
1172	0.04698661118
1173	0.0469666006
1174	0.04694868708
1175	0.04692845697
1176	0.04691619305
1177	0.04690256371
1178	0.04684808177
1179	0.04682112307
1180	0.04678673756
1181	0.04675956996
1182	0.04674098034
1183	0.04672046833
1184	0.04668181149
1185	0.04665423273
1186	0.04660774944
1187	0.04658892318
1188	0.04655235988
1189	0.04653187853
1190	0.04651070114
1191	0.04648643777
1192	0.04646654079
1193	0.04645071768
1194	0.04643312816
1195	0.04641051295
1196	0.04639146933
1197	0.04637375569
1198	0.04636222394
1199	0.0463496378
1200	0.04631135827
1201	0.04628886331
1202	0.0462656598
1203	0.04621479274
1204	0.04618361932
1205	0.04615524565
1206	0.0461405602
1207	0.04612572502
1208	0.0461005304
1209	0.04607491473
1210	0.04605434903
1211	0.04603176534
1212	0.04597526699
1213	0.04594192748
1214	0.0459272299
1215	0.04588723452
1216	0.04586500414
1217	0.04584345062
1218	0.04583358552
1219	0.04581935992
1220	0.04580761519
1221	0.04578210383
1222	0.0457285957
1223	0.04570639353
1224	0.04566030983
1225	0.04564666541
1226	0.04562738165
1227	0.04560114259
1228	0.04557629753
1229	0.0455419197
1230	0.04550663136
1231	0.04548508652
1232	0.04545083181
1233	0.04543919363
1234	0.04538084629
1235	0.04535267785
1236	0.04532307027
1237	0.04529269615
1238	0.04526504634
1239	0.04522649509
1240	0.04520075449
1241	0.04517949118
1242	0.04515100042
1243	0.04513780417
1244	0.04510252702
1245	0.04509288873
1246	0.04507630579
1247	0.04505123663
1248	0.04502827539
1249	0.04500090899
1250	0.04496799311
1251	0.04495220913
1252	0.04493867639
1253	0.0449169882
1254	0.04490002098
1255	0.04487914371
1256	0.04485596182
1257	0.04483589693
1258	0.04481624431
1259	0.04480009263
1260	0.04478269633
1261	0.04473914283
1262	0.04472167431
1263	0.04469482306
1264	0.0446768802
1265	0.04466632928
1266	0.04464456264
1267	0.04463084537
1268	0.04459562065
1269	0.0445773237
1270	0.04452893264
1271	0.04448846126
1272	0.04446837116
1273	0.04445630671
1274	0.04443611806
1275	0.0444068889
1276	0.04438702201
1277	0.04436333767
1278	0.04433266911
1279	0.04431564683
1280	0.0443034074
1281	0.04428691095
1282	0.0442598508
1283	0.0442400417
1284	0.04421615156
1285	0.04420117701
1286	0.04418663681
1287	0.04417034752
1288	0.04415387937
1289	0.04413700141
1290	0.04409524935
1291	0.04407538166
1292	0.04406528298
1293	0.04404315644
1294	0.04403147465
1295	0.04401670239
1296	0.04400159741
1297	0.04398150258
1298	0.04395620976
1299	0.04393736197
1300	0.04392031203
1301	0.04387273418
1302	0.04385350261
1303	0.04383845816
1304	0.04381884622
1305	0.0437807276
1306	0.04376689468
1307	0.04375094151
1308	0.04373375011
1309	0.04371173763
1310	0.04369211853
1311	0.04367409596
1312	0.04364921923
1313	0.04363493039
1314	0.0436156519
1315	0.04360592207
1316	0.04358466781
1317	0.04357375409
1318	0.04356155505
1319	0.04352499993
1320	0.04350704976
1321	0.04348294556
1322	0.04346582551
1323	0.04343784407
1324	0.04342177938
1325	0.04340701437
1326	0.04336579263
1327	0.04335101485
1328	0.04333649595
1329	0.0432675594
1330	0.0432396546
1331	0.04321867418
1332	0.04318918818
1333	0.04316173247
1334	0.04314755888
1335	0.04308981897
1336	0.04306890189
1337	0.04303977256
1338	0.04302159419
1339	0.04300405875
1340	0.04297904687
1341	0.04296378829
1342	0.04294062724
1343	0.04292452773
1344	0.04290684723
1345	0.04289026162
1346	0.042875123
1347	0.04285008194
1348	0.04282728268
1349	0.04276471752
1350	0.04274830756
1351	0.04272942884
1352	0.04269757575
1353	0.04267535408
1354	0.04265191288
1355	0.04263706614
1356	0.04257743224
1357	0.04256366192
1358	0.04254149469
1359	0.04250534445
1360	0.0424720445
1361	0.04243674566
1362	0.04242049625
1363	0.04241457979
1364	0.04239499388
1365	0.04237550123
1366	0.04235991247
1367	0.04233334819
1368	0.04230217606
1369	0.04228180873
1370	0.04226153772
1371	0.04224599593
1372	0.04221243288
1373	0.04219991462
1374	0.04218287382
1375	0.04216605258
1376	0.04214206349
1377	0.04212547498
1378	0.04210415305
1379	0.04206930314
1380	0.04198735495
1381	0.04197177183
1382	0.04195454155
1383	0.04194071247
1384	0.04192166514
1385	0.04190162159
1386	0.04188328385
1387	0.041862829
1388	0.04184396321
1389	0.0418256305
1390	0.04180328665
1391	0.04176738915
1392	0.0417508051
1393	0.04172523437
1394	0.04171109441
1395	0.04170065169
1396	0.04167935173
1397	0.04166388509
1398	0.04164052427
1399	0.04161523564
1400	0.04159974429
1401	0.04157611025
1402	0.04156593566
1403	0.04154902057
1404	0.04151550742
1405	0.04149548459
1406	0.04148001067
1407	0.04145194462
1408	0.04143596728
1409	0.0414192752
1410	0.04137580512
1411	0.04134137941
1412	0.04131497611
1413	0.04130096884
1414	0.04126276908
1415	0.04124118083
1416	0.04122736253
1417	0.04120994744
1418	0.04118951696
1419	0.04113044817
1420	0.04110571076
1421	0.04107341774
1422	0.04105789192
1423	0.04103247721
1424	0.04097206672
1425	0.04095433105
1426	0.04092787132
1427	0.0409100252
1428	0.0408933826
1429	0.04087491553
1430	0.04086585937
1431	0.04084609236
1432	0.04082942434
1433	0.04079607897
1434	0.04077034549
1435	0.04075354452
1436	0.04071833019
1437	0.04070504463
1438	0.04068460695
1439	0.04065023792
1440	0.04063376099
1441	0.04060709798
1442	0.04058829726
1443	0.04058001419
1444	0.04056286461
1445	0.04054610939
1446	0.04052683627
1447	0.0404893373
1448	0.04047850003
1449	0.04045841276
1450	0.04044919819
1451	0.04043643142
1452	0.04042475639
1453	0.04040558566
1454	0.04039152581
1455	0.04037650535
1456	0.04035114559
1457	0.04034006679
1458	0.04032503979
1459	0.04031316116
1460	0.0403032572
1461	0.04028077779
1462	0.04025521563
1463	0.04024581618
1464	0.04018721969
1465	0.04016201581
1466	0.04013401377
1467	0.04011320853
1468	0.04010078369
1469	0.0400803881
1470	0.04005116932
1471	0.04002453613
1472	0.04000020201
1473	0.03998652868
1474	0.03996261024
1475	0.03995428765
1476	0.03991097936
1477	0.03990137211
1478	0.03987731689
1479	0.03984986676
1480	0.03981243842
1481	0.03980100076
1482	0.03978043979
1483	0.03976673336
1484	0.03975307985
1485	0.03972898766
1486	0.03971587426
1487	0.03969425982
1488	0.03965825395
1489	0.03964452739
1490	0.03963285101
1491	0.03961527158
1492	0.03959770834
1493	0.03957258425
1494	0.0395579013
1495	0.03952997454
1496	0.03951849925
1497	0.03950374366
1498	0.03947629423
1499	0.03946238186
1500	0.03944703129
